title,release_date,norm_text,poster_path
Lonely Hearts,2006-04-30,late 1940 murderous couple know lonely hearts killers kill close dozen people detective try nab duo find target personal paper sible relationship nurse detective eroticism seduction long undercover agent greed lonely heart ad observer femme fatale murder loneliness Drama Thriller Crime,/qnQK4JUwEUFDKt7dSMY2fJmhv2f.jpg
Lonelyhearts,1959-03-04,eager land journalistic position adam white go work advice give newspaper columnist editor shrike take pleasure browbeat alcoholic wife florence past adultery assign employee journalistic job little aptitude interest shrike goad adam meet correspondent fay doyle teary self pity woman make play adam tear loyalty newspaper girl justy base novel book advice columnist newspaper man columnist Drama,/yNQTn7JDm9Ol3BPf34rVPupNuSh.jpg
Long Shot,2019-05-02,journalist fred flarsky reunite childhood crush charlotte field influential woman world prepare run presidency charlotte hire fred speechwriter dismay trust adviser tattoo journalist usa president babysitter politic drug presidential candidate speech writer activist Comedy Romance,/m2ttWZ8rMRwIMT7zA48Jo6mTkDS.jpg
Long Story Short,2021-02-11,teddy wake morning wedding discover jump forward year life anniversary trap endless cycle time jump transport year ahead minute face race time life crumble romantic comedy Romance Comedy Fantasy,/oAJ95mBgB0yAKCS5a3Tw5UxjLEp.jpg
Long Time Dead,2002-01-18,group british student embark summon spirit ouija board night club break link finish demon trap world way banish people summon die horror ouija spirit game Horror Thriller,/d2t90uhX9AYzAMX7Xzo2x7Tefpx.jpg
Look Who's Talking Now!,1993-11-05,samantha lebon hatch scheme spend romantic christmas new employee unsuspecting blithesome james wife kid dog rocks daphne rescue make terrible mistake sible relationship monologue puppy dog family pet Romance Comedy Family,/73JahFiizkMVsrrslXInmNK54nC.jpg
Looker,1981-10-30,plastic surgeon larry roberts perform series minor alteration group model seek perfection operation resounding success start kill beautiful patient dr. roberts suspicious start investigate uncover mysterious murderous activity high tech computer company call digital matrix model plastic surgeon Science Fiction Thriller,/dQtdfoA0HKyI3YDHCngx6Rp8ePy.jpg
Looking for Mr. Goodbar,1977-10-19,dedicated schoolteacher spend night cruise bar look abusive man engage progressively violent sexual encounter cocaine gigolo cannabis sexual fantasy teacher disco single bar disco music Drama,/j1qKNKRvDEhnl0PQS26PirNF81v.jpg
Looney Tunes Collection: Best Of Bugs Bunny Volume 1,2004-02-28,popular recognizable cartoon character create bugs bunny rare animate creation personality vibrant hard believe real carrot savor hero 175 cartoon short numerous feature film bugs leap screen wide world global icon popular culture beloved looney tunes character pop rabbit hole   include brilliantly restore master animate triumph eminently looney assortment favorite   bugs bunny short bug duffy epic argument fair game rabbit seasoning outrageous operatic antic rabbit seville bugs running ring bad temper bovine bully bugs beginning cartoon surrealism rabbit carrot Animation Comedy Family,/zmzDBFOpyJAZHwxRBIVzDtJjY0d.jpg
Looney Tunes Mouse Chronicles: The Chuck Jones Collection,2012-08-28,animation legend chuck jones come big cheese mouse collection enjoy 19 remastere animated short feature mischievous mouse dare adventure legendary animator director chuck jones begin animate cartoon warner brothers early 1930 1939 jones integral looney tunes merrie melodies cartoon creation team animate short sniffles mouse cartoon compilation short mouse Animation,/oqiqAV0x8pCLHJocq4IjIXBmmBa.jpg
Looney Tunes Super Stars Bugs Bunny: Hare Extraordinaire,2010-08-10,offer format classic completely remastere looney tunes short capture favorite wascally wabbit bugs bunny element animate glory cartoon Animation Family,/2rsgRMnsmCWkGoAPsCQoi0SfFiC.jpg
Looney Tunes Super Stars Pepé Le Pew: Zee Best of Zee Best,2011-12-27,sniff di stink tly hilarious animate antic luck ma cherie hold hand nose crinkle collection cartoon star malodorous mammal lookin l'amour wrong specie pepe le pew include 14 short see video dvd 17 tre aromatique outing feature love strike skunk fall hard feline canine sacre maroon occasional fur coat dog pound powerfully perfume protagonist co star tweets sylvester pepe academy award win tour de farce scent imental reason rumor oscar le pew ter unconfirmed whiff richly fragrant fun watch ze locksmith love action olfactory pepe le pew cartoon compilation short Comedy Animation,/11AAtQuSDAwX03eLBIW77c84wZN.jpg
Looney Tunes Super Stars Road Runner & Wile E. Coyote: Supergenius Hijinks,2011-10-04,time take read sentence road runner whisk dvd hand leave hold sizzle cartoon stick acme dynamite time chase fun 15 cartoon 12 dvd forever frustrate bust defeat wile e. coyote bust array gizmos ensnare highly seek capture ultra sonicus ad infinitum aka road runner whatzitz acme products fine purveyor mail order supply grotesques appetitus pursuit fast good skateboard skyrocket spy kit invisible paint suction cup lightning bolt catch comedy cartoon lightning beep beep cartoon Animation Comedy,/oe4x4uWMyrAr1GPxRQnG9Z3quoD.jpg
Looney Tunes Super Stars Tweety & Sylvester: Feline Fwenzy,2010-11-30,imagination taw puddy tat laugh way 15 bird chase time cartoon favorite looney tunes super star tweety sylvester grand collection feature clever canary cagey cat include classic warner bros. cartoon like hungry cat snow business birds anonymous oscar win short tweetie pie cartoon compilation short Comedy Animation Family,/cyDmONcIVor4tI1WcQr0HcQFGMI.jpg
Looney Tunes: Back in Action,2003-11-14,fed attention go bugs bunny daffy duck quit hollywood team recently fire stuntman damien drake jr. embark round world adventure bugs vp warner bros. mission find damien father miss blue diamond stay step ahead acme corp. want diamond purpose spy movie business duck diamond bunny wretch live action animation Animation Comedy Family,/pNrQaH0ATrz9wFrNpwfB1aU4MpK.jpg
Looper,2012-09-26,futuristic action thriller looper time travel invent illegal available black market mob want rid send target 30 year past looper hire gun like joe wait mop joe get rich life good day mob decide close loop send joe future self assassination suicide assassin drug addiction future time travel dystopia retirement murder organize crime tragedy execution criminal contract killer neo noir 2040s Action Thriller Science Fiction,/sNjL6SqErDBE8OUZlrDLkexfsCj.jpg
Loose Cannons,1990-02-09,mac fisted savvy cop find saddle new partner know burnout work new difficult case new partner ellis amazing detective put sherlock holmes shame lightning fast deduction keep assume personality entire cast television show problem people begin shoot helicopter subway sadomasochism Comedy Crime,/ezzfFY9S8r4PkhXLqw9x7gAaStd.jpg
Lord of Illusions,1995-08-25,routine case l.a. ny private investigator harry d'amour stumble member fanatic cult prepare resurrection leader nix powerful magician kill 13 year early fanatic supernatural resurrection occult sect wizard Horror Fantasy,/miQREwapDUNwfInokjeVLt8BiNM.jpg
Lord of War,2005-09-16,yuri orlov globetrotte arm dealer deadly war zone struggle stay step ahead relentless interpol agent business rival customer include world notorious dictator finally face conscience new york city civil war dictator hotel drug addiction cold war cocaine warlord arms dealer interpol car bomb base true story prostitution liberia Crime Drama Thriller,/xEdwdFZRwrNAvTDx0fAV3MAInaA.jpg
Lord of the Flies,1990-03-16,plane crash 25 schoolboy find trap tropical island mile civilization base novel book exotic island cadet gang war leader pig strand rescue pacific island plane crash Adventure Drama Thriller,/xhxWsFgBYyDfRWfOhM1OrV88QDJ.jpg
Lords of Chaos,2018-09-20,teenager quest launch norwegian black metal oslo 1990 result violent outcome suicide base novel book norway nihilism heavy metal biography base true story self mutilation oslo norway black metal inspire true story semi biographical norwegian Drama Music Horror,/y2eOIfQw2lLZov6aJZ3xpPjnRHH.jpg
Lords of Dogtown,2005-06-03,radical true story teenage surfer venice beach california take skateboard extreme change world sport forever stacy peralta tony alva jay adams z boys bunch nobody create new style skateboard worldwide phenomenon hobby business success shred friendship skateboard 1970 success base true story venice beach california woman director Drama,/pf6xyORrd5VxrMoirdz3J70LtNA.jpg
Lorenzo's Oil,1992-12-30,lorenzo odone normal child age 7 start experience blackout memory lapse strange mental phenomenon eventually diagnose suffer ald extremely rare incurable degenerative brain disorder parent frustrate failing conventional medicine start quest unothadox treatment washington dc usa parent child relationship medicine base true story incurable disease 1980s comoro Drama,/fd9sqSlkUZuG7iMBZiuRjlK3cN4.jpg
Lorna Doone,2001-03-11,year 1675 england threaten religious political rivalry king charles ii catholic brother james line throne protestants faith charles illegitimate son duke monmouth king death conflict inevitable seven day journey london exmoor primitive lawless area farmer jack ridd live wife sarah son john daughter shadow simple life cast notorious outlaw family doones aristocratic doones banish ancestral land live loot theft murder brutality legendary base novel book love revenge 17th century devon exmoor Drama Romance,/kNbE9SbQ3lsZIjeJ3afpoH2uO1U.jpg
Loser,2000-07-21,university scholarship good natured student midwest get crash course city life deal evil roommate befriend virtually homeless college student fall date nasty professor college lose find old brother young sister woman director young adult college student Comedy Romance,/pjl1TYISJMJMScbv3gGivYGWSSa.jpg
Losing Control,1998-10-22,kim suffer writer block chance encounter handsome stranger open world risky sexual experimentation worried refuse literary agent sexual awakening erotic thriller Thriller Mystery Romance,/6tYgTKsiosoUFMjySy8wykMdvp0.jpg
Losing Isaiah,1995-03-17,khaila richards crack addict single mother accidentally leave baby dumpster high return day panic find miss reality baby adopt warm hearted social worker margaret lewin husband charles year later khaila go rehab hold steady job learn child alive challenge margaret custody mother child abuse single parent base novel book smoking baby social work drug addiction adoption liberation social worker self abandonment court case custody battle son look   birth parent surrogate mother racist interracial relationship extramarital affair Drama,/oHALKuPewtqIn2BcluZsGvcEG1P.jpg
